Country,Level,SKU,quant,Yearmonth,Source,Update1
Austria,,SKU0839,1420,202304,VPD,
Austria,,SKU0840,196,202304,VPD,
Austria,,SKU0841,8758,202304,VPD,
Austria,,SKU0842,703,202304,VPD,
Austria,,SKU0844,22283,202304,VPD,
Austria,,SKU0845,164,202304,VPD,
Austria,,SKU0846,112,202304,VPD,
Austria,,SKU0847,9743,202304,VPD,
Austria,,SKU0848,11187,202304,VPD,
Austria,,SKU0849,119,202304,VPD,
Austria,,SKU0850,74,202304,VPD,
Austria,,SKU0851,4010,202304,VPD,
Austria,,SKU0852,2942,202304,VPD,
Austria,,SKU0853,1989,202304,VPD,
Austria,,SKU0854,1307,202304,VPD,
Austria,,SKU0855,28090,202304,VPD,
Austria,,SKU0856,700,202304,VPD,
Austria,,SKU0857,32457,202304,VPD,
Austria,,SKU0858,9620,202304,VPD,
Austria,,SKU0859,88,202304,VPD,
Austria,,SKU0860,1642,202304,VPD,
Austria,,SKU0861,2208,202304,VPD,
Austria,,SKU0862,250,202304,VPD,
Austria,,SKU0863,2257,202304,VPD,
Austria,,SKU0864,60,202304,VPD,
Austria,,SKU0868,158,202304,VPD,
Austria,,SKU0869,311,202304,VPD,
Austria,,SKU0870,171,202304,VPD,
Austria,,SKU0871,186,202304,VPD,
Austria,,SKU0872,823,202304,VPD,
Austria,,SKU0873,13102,202304,VPD,
Austria,,SKU0874,2292,202304,VPD,
Austria,,SKU0875,226546,202304,VPD,
Austria,,SKU0876,348,202304,VPD,
Austria,,SKU0877,276,202304,VPD,
Austria,,SKU0878,4198,202304,VPD,
Austria,,SKU0879,26599,202304,VPD,
Austria,,SKU0881,2702,202304,VPD,
Austria,,SKU0882,6387,202304,VPD,
Austria,,SKU0883,2589,202304,VPD,
Austria,,SKU0884,11965,202304,VPD,
Austria,,SKU0885,12573,202304,VPD,
Austria,,SKU0886,9221,202304,VPD,
Austria,,SKU0887,23153,202304,VPD,
Austria,,SKU0888,8459,202304,VPD,
Austria,,SKU0889,11447,202304,VPD,
Austria,,SKU0890,12455,202304,VPD,
Austria,,SKU0891,9195,202304,VPD,
Austria,,SKU0892,6656,202304,VPD,
Austria,,SKU0893,480,202304,VPD,
Austria,,SKU0894,93,202304,VPD,
Austria,,SKU0896,1501,202304,VPD,
Austria,,SKU0897,20919,202304,VPD,
Austria,,SKU0898,4974,202304,VPD,
Austria,,SKU0899,6948,202304,VPD,
Austria,,SKU0900,84871,202304,VPD,
Austria,,SKU0901,2861,202304,VPD,
Austria,,SKU0902,27962,202304,VPD,
Austria,,SKU0903,2981,202304,VPD,
Austria,,SKU0904,11781,202304,VPD,
Austria,,SKU0905,7935,202304,VPD,
Austria,,SKU0906,29729,202304,VPD,
Austria,,SKU0907,30129,202304,VPD,
Austria,,SKU0908,24355,202304,VPD,
Austria,,SKU0909,6063,202304,VPD,
Austria,,SKU0910,1906,202304,VPD,
Austria,,SKU0911,3290,202304,VPD,
Austria,,SKU0912,3225,202304,VPD,
Austria,,SKU0913,1899,202304,VPD,
Austria,,SKU0914,3137,202304,VPD,
Austria,,SKU0915,9916,202304,VPD,
Austria,,SKU0916,7637,202304,VPD,
Austria,,SKU0917,6719,202304,VPD,
Austria,,SKU0918,56,202304,VPD,
Austria,,SKU0919,115,202304,VPD,
Austria,,SKU0920,1056,202304,VPD,
Austria,,SKU0921,1590,202304,VPD,
Austria,,SKU0922,2652,202304,VPD,
Austria,,SKU0924,12852,202304,VPD,
Austria,,SKU0925,3035,202304,VPD,
Austria,,SKU0926,617,202304,VPD,
Austria,,SKU0927,1167,202304,VPD,
Austria,,SKU0928,1404,202304,VPD,
Austria,,SKU0929,20523,202304,VPD,
Austria,,SKU0930,21660,202304,VPD,
Austria,,SKU0931,6552,202304,VPD,
Austria,,SKU0932,8698,202304,VPD,
Austria,,SKU0933,476,202304,VPD,
Austria,,SKU0934,607,202304,VPD,
Austria,,SKU0935,2895,202304,VPD,
Austria,,SKU0936,4699,202304,VPD,
Austria,,SKU0937,3783,202304,VPD,
Austria,,SKU0938,1785,202304,VPD,
Austria,,SKU0939,28397,202304,VPD,
Austria,,SKU0940,2206,202304,VPD,
Austria,,SKU0941,14278,202304,VPD,
Austria,,SKU0942,11567,202304,VPD,
Austria,,SKU0943,72,202304,VPD,
Austria,,SKU0946,129,202304,VPD,
Austria,,SKU0947,707,202304,VPD,
Austria,,SKU0948,273,202304,VPD,
Austria,,SKU0949,1325,202304,VPD,
Austria,,SKU0950,52,202304,VPD,
Austria,,SKU0952,343,202304,VPD,
Austria,,SKU0953,198,202304,VPD,
Austria,,SKU0956,7236,202304,VPD,
Austria,,SKU0957,90,202304,VPD,
Austria,,SKU0958,171,202304,VPD,
Austria,,SKU0959,167,202304,VPD,
Austria,,SKU0960,438,202304,VPD,
Austria,,SKU0961,228,202304,VPD,
Austria,,SKU0962,6444,202304,VPD,
Austria,,SKU0963,3123,202304,VPD,
Austria,,SKU0964,13292,202304,VPD,
Austria,,SKU0965,4052,202304,VPD,
Austria,,SKU0966,815,202304,VPD,
Austria,,SKU0967,620,202304,VPD,
Austria,,SKU0968,195,202304,VPD,
Austria,,SKU0970,1443,202304,VPD,
Austria,,SKU0971,5667,202304,VPD,
Austria,,SKU0972,53,202304,VPD,
Austria,,SKU0973,94,202304,VPD,
Austria,,SKU0974,403,202304,VPD,
Austria,,SKU0975,11123,202304,VPD,
Austria,,SKU0976,8219,202304,VPD,
Austria,,SKU0977,1399,202304,VPD,
Austria,,SKU0978,7284,202304,VPD,
Austria,,SKU0979,39018,202304,VPD,
Austria,,SKU0980,7342,202304,VPD,
Austria,,SKU0981,23415,202304,VPD,
Austria,,SKU0982,5635,202304,VPD,
Austria,,SKU0983,22899,202304,VPD,
Austria,,SKU0984,156760,202304,VPD,
Austria,,SKU0985,107491,202304,VPD,
Austria,,SKU0986,40342,202304,VPD,
Austria,,SKU0987,30604,202304,VPD,
Austria,,SKU0988,101839,202304,VPD,
Austria,,SKU0989,64322,202304,VPD,
Austria,,SKU0990,21953,202304,VPD,
Austria,,SKU0991,15629,202304,VPD,
Austria,,SKU0992,52969,202304,VPD,
Austria,,SKU0993,33625,202304,VPD,
Austria,,SKU0994,31481,202304,VPD,
Austria,,SKU0995,14146,202304,VPD,
Austria,,SKU0996,19029,202304,VPD,
Austria,,SKU0997,10772,202304,VPD,
Austria,,SKU0998,183701,202304,VPD,
Austria,,SKU0999,67244,202304,VPD,
Austria,,SKU01000,150734,202304,VPD,
Austria,,SKU01001,98391,202304,VPD,
Austria,,SKU01002,181378,202304,VPD,
Austria,,SKU01003,115696,202304,VPD,
Austria,,SKU01004,48593,202304,VPD,
Austria,,SKU01005,38605,202304,VPD,
Austria,,SKU01006,80,202304,VPD,
Austria,,SKU01007,71,202304,VPD,
Austria,,SKU01008,64,202304,VPD,
Austria,,SKU01009,61,202304,VPD,
Austria,,SKU01010,129,202304,VPD,
Austria,,SKU01011,123,202304,VPD,
Austria,,SKU01012,181,202304,VPD,
Austria,,SKU01013,315,202304,VPD,
Austria,,SKU01014,334,202304,VPD,
Austria,,SKU01015,2907,202304,VPD,
Austria,,SKU01016,4627,202304,VPD,
Austria,,SKU01017,2342,202304,VPD,
Austria,,SKU01018,1301,202304,VPD,
Austria,,SKU01019,1754,202304,VPD,
Austria,,SKU01020,11005,202304,VPD,
Austria,,SKU01021,2277,202304,VPD,
Austria,,SKU01022,173,202304,VPD,
Austria,,SKU01023,9023,202304,VPD,
Austria,,SKU01024,759,202304,VPD,
Austria,,SKU01025,3911,202304,VPD,
Austria,,SKU01026,350,202304,VPD,
Austria,,SKU01027,1379,202304,VPD,
Austria,,SKU01030,60340,202304,VPD,
Austria,,SKU01031,950,202304,VPD,
Austria,,SKU01032,20178,202304,VPD,
Austria,,SKU01033,29016,202304,VPD,
Austria,,SKU01034,619,202304,VPD,
Austria,,SKU01035,10109,202304,VPD,
Austria,,SKU01036,14453,202304,VPD,
Austria,,SKU01037,395,202304,VPD,
Austria,,SKU01038,5355,202304,VPD,
Austria,,SKU01039,169,202304,VPD,
Austria,,SKU01040,3733,202304,VPD,
Austria,,SKU01041,112,202304,VPD,
Austria,,SKU01042,12815,202304,VPD,
Austria,,SKU01043,830,202304,VPD,
Austria,,SKU01044,45949,202304,VPD,
Austria,,SKU01045,1034,202304,VPD,
Austria,,SKU01046,59984,202304,VPD,
Austria,,SKU01048,34304,202304,VPD,
Austria,,SKU01049,3343,202304,VPD,
Austria,,SKU01050,1710,202304,VPD,
Austria,,SKU01051,929,202304,VPD,
Austria,,SKU01052,307,202304,VPD,
Austria,,SKU01053,280,202304,VPD,
Austria,,SKU01054,351,202304,VPD,
Austria,,SKU01055,231,202304,VPD,
Austria,,SKU01056,158,202304,VPD,
Austria,,SKU01057,579,202304,VPD,
Austria,,SKU01058,185,202304,VPD,
Austria,,SKU01059,93,202304,VPD,
Austria,,SKU01060,578,202304,VPD,
Austria,,SKU01061,418,202304,VPD,
Austria,,SKU01062,763,202304,VPD,
Austria,,SKU01063,304,202304,VPD,
Austria,,SKU01064,95,202304,VPD,
Austria,,SKU01065,252,202304,VPD,
Austria,,SKU01066,329,202304,VPD,
Austria,,SKU01067,80,202304,VPD,
Austria,,SKU01068,43566,202304,VPD,
Austria,,SKU01069,140747,202304,VPD,
Austria,,SKU01070,61658,202304,VPD,
Austria,,SKU01071,5165,202304,VPD,
Austria,,SKU01072,26538,202304,VPD,
Austria,,SKU01073,12202,202304,VPD,
Austria,,SKU01074,13699,202304,VPD,
Austria,,SKU01075,6429,202304,VPD,
Austria,,SKU01076,9481,202304,VPD,
Austria,,SKU01077,7355,202304,VPD,
Austria,,SKU01078,25943,202304,VPD,
Austria,,SKU01079,28277,202304,VPD,
Austria,,SKU01080,18415,202304,VPD,
Austria,,SKU01081,43,202304,VPD,
Austria,,SKU01082,95,202304,VPD,
Austria,,SKU01083,32,202304,VPD,
Austria,,SKU01084,368,202304,VPD,
Austria,,SKU01085,3680,202304,VPD,
Austria,,SKU01086,761,202304,VPD,
Austria,,SKU01087,104730,202304,VPD,
Austria,,SKU01088,24977,202304,VPD,
Austria,,SKU01089,82,202304,VPD,
Austria,,SKU01090,193,202304,VPD,
Austria,,SKU01091,267,202304,VPD,
Austria,,SKU01093,23762,202304,VPD,
Austria,,SKU01094,134,202304,VPD,
Austria,,SKU01095,36038,202304,VPD,
Austria,,SKU01096,4610,202304,VPD,
Austria,,SKU01097,8373,202304,VPD,
Austria,,SKU01098,806,202304,VPD,
Austria,,SKU01099,2687,202304,VPD,
Austria,,SKU01100,11476,202304,VPD,
Austria,,SKU01101,3974,202304,VPD,
Austria,,SKU01102,3755,202304,VPD,
Austria,,SKU01103,2470,202304,VPD,
Austria,,SKU01104,17884,202304,VPD,
Austria,,SKU01105,7839,202304,VPD,
Austria,,SKU01106,105588,202304,VPD,
Austria,,SKU01107,26442,202304,VPD,
Austria,,SKU01108,1256,202304,VPD,
Austria,,SKU01109,1235,202304,VPD,
Austria,,SKU01110,3923,202304,VPD,
Austria,,SKU01111,32446,202304,VPD,
Austria,,SKU01112,24686,202304,VPD,
Austria,,SKU01113,8573,202304,VPD,
Austria,,SKU01114,26,202304,VPD,
Austria,,SKU01116,30,202304,VPD,
Austria,,SKU01117,123,202304,VPD,
Austria,,SKU01118,467,202304,VPD,
Austria,,SKU01119,582,202304,VPD,
Austria,,SKU01120,252004,202304,VPD,
Austria,,SKU01121,7188,202304,VPD,
Austria,,SKU01122,219830,202304,VPD,
Austria,,SKU01123,26911,202304,VPD,
Austria,,SKU01124,67709,202304,VPD,
Austria,,SKU01125,4676,202304,VPD,
Austria,,SKU01126,474746,202304,VPD,
Austria,,SKU01127,200638,202304,VPD,
Austria,,SKU01128,3999,202304,VPD,
Austria,,SKU01129,83112,202304,VPD,
Austria,,SKU01130,22545,202304,VPD,
Austria,,SKU01131,14698,202304,VPD,
Austria,,SKU01132,221835,202304,VPD,
Austria,,SKU01133,477909,202304,VPD,
Austria,,SKU01134,510096,202304,VPD,
Austria,,SKU01135,11507,202304,VPD,
Austria,,SKU01136,14695,202304,VPD,
Austria,,SKU01137,1378,202304,VPD,
Austria,,SKU01138,25045,202304,VPD,
Austria,,SKU01139,225,202304,VPD,
Austria,,SKU01140,1910,202304,VPD,
Austria,,SKU01141,2661,202304,VPD,
Austria,,SKU01142,1339,202304,VPD,
Austria,,SKU01143,337,202304,VPD,
Austria,,SKU01144,2984,202304,VPD,
Austria,,SKU01145,1971,202304,VPD,
Austria,,SKU01147,99,202304,VPD,
Austria,,SKU01149,1082,202304,VPD,
Austria,,SKU01150,902,202304,VPD,
Austria,,SKU01151,678,202304,VPD,
Austria,,SKU01152,336,202304,VPD,
Austria,,SKU01153,388,202304,VPD,
Austria,,SKU01154,13929,202304,VPD,
Austria,,SKU01155,5388,202304,VPD,
Austria,,SKU01156,7457,202304,VPD,
Austria,,SKU01157,2346,202304,VPD,
Austria,,SKU01158,4088,202304,VPD,
Austria,,SKU01159,1289,202304,VPD,
Austria,,SKU01160,728,202304,VPD,
Austria,,SKU01161,15213,202304,VPD,
Austria,,SKU01162,9087,202304,VPD,
Austria,,SKU01163,12358,202304,VPD,
Austria,,SKU01164,7395,202304,VPD,
Austria,,SKU01166,47,202304,VPD,
Austria,,SKU01168,67,202304,VPD,
Austria,,SKU01169,134,202304,VPD,
Austria,,SKU01170,356,202304,VPD,
Austria,,SKU01171,449,202304,VPD,
Austria,,SKU01172,862,202304,VPD,
Austria,,SKU01173,623,202304,VPD,
Austria,,SKU01174,2055,202304,VPD,
Austria,,SKU01175,1776,202304,VPD,
Austria,,SKU01178,173,202304,VPD,
Austria,,SKU01179,511,202304,VPD,
Austria,,SKU01180,728,202304,VPD,
Austria,,SKU01181,2548,202304,VPD,
Austria,,SKU01183,509,202304,VPD,
Austria,,SKU01184,47,202304,VPD,
Austria,,SKU01186,1117,202304,VPD,
Austria,,SKU01187,5096,202304,VPD,
Austria,,SKU01188,43582,202304,VPD,
Austria,,SKU01189,1937,202304,VPD,
Austria,,SKU01190,1754,202304,VPD,
Austria,,SKU01191,4116,202304,VPD,
Austria,,SKU01192,18022,202304,VPD,
Austria,,SKU01193,52842,202304,VPD,
Austria,,SKU01194,39080,202304,VPD,
Austria,,SKU01195,3288,202304,VPD,
Austria,,SKU01196,62025,202304,VPD,
Austria,,SKU01197,45900,202304,VPD,
Austria,,SKU01198,15638,202304,VPD,
Austria,,SKU01199,25527,202304,VPD,
Austria,,SKU01200,10184,202304,VPD,
Austria,,SKU01201,9434,202304,VPD,
Austria,,SKU01202,2666,202304,VPD,
Austria,,SKU01203,2074,202304,VPD,
Austria,,SKU01204,64664,202304,VPD,
Austria,,SKU01205,51272,202304,VPD,
Austria,,SKU01206,47403,202304,VPD,
Austria,,SKU01207,29324,202304,VPD,
Austria,,SKU01208,31532,202304,VPD,
Austria,,SKU01209,22385,202304,VPD,
Austria,,SKU01210,12924,202304,VPD,
Austria,,SKU01211,15754,202304,VPD,
Austria,,SKU01212,16048,202304,VPD,
Austria,,SKU01213,15611,202304,VPD,
Austria,,SKU01214,56342,202304,VPD,
Austria,,SKU01215,56157,202304,VPD,
Austria,,SKU01216,81329,202304,VPD,
Austria,,SKU01217,79686,202304,VPD,
Austria,,SKU01218,81343,202304,VPD,
Austria,,SKU01219,76534,202304,VPD,
Austria,,SKU01220,85216,202304,VPD,
Austria,,SKU01224,109060,202304,VPD,
Austria,,SKU01225,8307,202304,VPD,
Austria,,SKU01227,1906,202304,VPD,
Austria,,SKU01228,167708,202304,VPD,
Austria,,SKU01229,31650,202304,VPD,
Austria,,SKU01230,59195,202304,VPD,
Austria,,SKU01231,23781,202304,VPD,
Austria,,SKU01232,79782,202304,VPD,
Austria,,SKU01234,201,202304,VPD,
Austria,,SKU01235,420,202304,VPD,
Austria,,SKU01236,16452,202304,VPD,
Austria,,SKU01237,109576,202304,VPD,
Austria,,SKU01238,111241,202304,VPD,
Austria,,SKU01239,33458,202304,VPD,
Austria,,SKU01240,13876,202304,VPD,
Austria,,SKU01241,17193,202304,VPD,
Austria,,SKU01242,7108,202304,VPD,
Austria,,SKU01243,9404,202304,VPD,
Austria,,SKU01244,4729,202304,VPD,
Austria,,SKU01245,4113,202304,VPD,
Austria,,SKU01246,514,202304,VPD,
Austria,,SKU01247,33854,202304,VPD,
Austria,,SKU01248,42138,202304,VPD,
Austria,,SKU01249,37223,202304,VPD,
Austria,,SKU01250,18000,202304,VPD,
Austria,,SKU01251,26581,202304,VPD,
Austria,,SKU01252,85,202304,VPD,
Austria,,SKU01253,15671,202304,VPD,
Austria,,SKU01254,9922,202304,VPD,
Austria,,SKU01255,1430,202304,VPD,
Austria,,SKU01256,11537,202304,VPD,
Austria,,SKU01257,118629,202304,VPD,
Austria,,SKU01258,97301,202304,VPD,
Austria,,SKU01259,382,202304,VPD,
Austria,,SKU01260,254336,202304,VPD,
Austria,,SKU01261,15959,202304,VPD,
Austria,,SKU01262,9971,202304,VPD,
Austria,,SKU01263,43841,202304,VPD,
Austria,,SKU01265,1589,202304,VPD,
Austria,,SKU01266,44126,202304,VPD,
Austria,,SKU01267,43762,202304,VPD,
Austria,,SKU01268,11770,202304,VPD,
Austria,,SKU01269,29629,202304,VPD,
Austria,,SKU01270,62206,202304,VPD,
Austria,,SKU01271,39717,202304,VPD,
Austria,,SKU01274,92,202304,VPD,
Austria,,SKU01275,3034,202304,VPD,
Austria,,SKU01276,34223,202304,VPD,
Austria,,SKU01277,717,202304,VPD,
Austria,,SKU01279,181307,202304,VPD,
Austria,,SKU01280,36528,202304,VPD,
Austria,,SKU01281,25798,202304,VPD,
Austria,,SKU01282,2703,202304,VPD,
Austria,,SKU01284,63831,202304,VPD,
Austria,,SKU01285,7350,202304,VPD,
Austria,,SKU01286,3563,202304,VPD,
Austria,,SKU01287,147749,202304,VPD,
Austria,,SKU01288,43303,202304,VPD,
Austria,,SKU01289,53989,202304,VPD,
Austria,,SKU01290,151999,202304,VPD,
Austria,,SKU01291,22790,202304,VPD,
Austria,,SKU01292,7390,202304,VPD,
Austria,,SKU01295,66230,202304,VPD,
Austria,,SKU01296,225,202304,VPD,
Austria,,SKU01297,1158,202304,VPD,
Austria,,SKU01299,200,202304,VPD,
Austria,,SKU01300,2771,202304,VPD,
Austria,,SKU01301,5358,202304,VPD,
Austria,,SKU01302,77284,202304,VPD,
Austria,,SKU01303,825,202304,VPD,
Austria,,SKU01304,20359,202304,VPD,
Austria,,SKU01305,856,202304,VPD,
Austria,,SKU01306,8233,202304,VPD,
Austria,,SKU01307,3517,202304,VPD,
Austria,,SKU01310,1712,202304,VPD,
Austria,,SKU01311,992,202304,VPD,
Austria,,SKU01312,2001,202304,VPD,
Austria,,SKU01313,2210,202304,VPD,
Austria,,SKU01314,11567,202304,VPD,
Austria,,SKU01315,3648,202304,VPD,
Austria,,SKU01316,1989,202304,VPD,
Austria,,SKU01317,2204,202304,VPD,
Austria,,SKU01318,26732,202304,VPD,
Austria,,SKU01319,32988,202304,VPD,
Austria,,SKU01320,775,202304,VPD,
Austria,,SKU01321,63240,202304,VPD,
Austria,,SKU01322,10176,202304,VPD,
Austria,,SKU01323,958,202304,VPD,
Austria,,SKU01324,17439,202304,VPD,
Austria,,SKU01325,2615,202304,VPD,
Austria,,SKU01326,25329,202304,VPD,
Austria,,SKU01327,25811,202304,VPD,
Austria,,SKU01328,6939,202304,VPD,
Austria,,SKU01329,2455,202304,VPD,
Austria,,SKU01331,694,202304,VPD,
Austria,,SKU01332,2692,202304,VPD,
Austria,,SKU01333,449904,202304,VPD,
Austria,,SKU01334,133408,202304,VPD,
Austria,,SKU01335,5784,202304,VPD,
Austria,,SKU01336,7428,202304,VPD,
Austria,,SKU01337,130952,202304,VPD,
Austria,,SKU01338,51051,202304,VPD,
Austria,,SKU01339,58578,202304,VPD,
Austria,,SKU01340,23229,202304,VPD,
Austria,,SKU01341,31434,202304,VPD,
Austria,,SKU01342,14599,202304,VPD,
Austria,,SKU01343,11479,202304,VPD,
Austria,,SKU01344,108704,202304,VPD,
Austria,,SKU01345,180566,202304,VPD,
Austria,,SKU01346,163629,202304,VPD,
Austria,,SKU01347,83259,202304,VPD,
Austria,,SKU01348,81972,202304,VPD,
Austria,,SKU01349,558,202304,VPD,
Austria,,SKU01350,538,202304,VPD,
Austria,,SKU01351,276,202304,VPD,
Austria,,SKU01356,131,202304,VPD,
Austria,,SKU01357,815,202304,VPD,
Austria,,SKU01358,8811,202304,VPD,
Austria,,SKU01359,1403,202304,VPD,
Austria,,SKU01360,5411,202304,VPD,
Austria,,SKU01361,539,202304,VPD,
Austria,,SKU01362,312,202304,VPD,
Austria,,SKU01363,474,202304,VPD,
Austria,,SKU01364,985,202304,VPD,
Austria,,SKU01365,637,202304,VPD,
Austria,,SKU01366,1662,202304,VPD,
Austria,,SKU01367,31,202304,VPD,
Austria,,SKU01368,2980,202304,VPD,
Austria,,SKU01369,596,202304,VPD,
Austria,,SKU01370,23,202304,VPD,
Austria,,SKU01371,130,202304,VPD,
Austria,,SKU01372,170,202304,VPD,
Austria,,SKU01373,24,202304,VPD,
Austria,,SKU01374,128,202304,VPD,
Austria,,SKU01375,6660,202304,VPD,
Austria,,SKU01376,2896,202304,VPD,
Austria,,SKU01377,728,202304,VPD,
Austria,,SKU01378,6084,202304,VPD,
Austria,,SKU01379,1224,202304,VPD,
Austria,,SKU01380,1873,202304,VPD,
Austria,,SKU01381,815,202304,VPD,
Austria,,SKU01382,3823,202304,VPD,
Austria,,SKU01383,5391,202304,VPD,
Austria,,SKU01386,191431,202304,VPD,
Austria,,SKU01387,114344,202304,VPD,
Austria,,SKU01388,26415,202304,VPD,
Austria,,SKU01389,4203,202304,VPD,
Austria,,SKU01390,3067,202304,VPD,
Austria,,SKU01392,733,202304,VPD,
Austria,,SKU01393,452,202304,VPD,
Austria,,SKU01394,543,202304,VPD,
Austria,,SKU0741,408,202305,VPD,
Austria,,SKU0742,560,202305,VPD,
Austria,,SKU0743,88356,202305,VPD,
Austria,,SKU0744,1996,202305,VPD,
Austria,,SKU0746,140476,202305,VPD,
Austria,,SKU0747,74,202305,VPD,
Austria,,SKU0748,164,202305,VPD,
Austria,,SKU0749,2091,202305,VPD,
Austria,,SKU0750,1059,202305,VPD,
Austria,,SKU0751,28534,202305,VPD,
Austria,,SKU0752,562,202305,VPD,
Austria,,SKU0753,1346,202305,VPD,
Austria,,SKU0754,60230,202305,VPD,
Austria,,SKU0755,2644,202305,VPD,
Austria,,SKU0756,1148,202305,VPD,
Austria,,SKU0757,1004,202305,VPD,
Austria,,SKU0758,880,202305,VPD,
Austria,,SKU0761,310,202305,VPD,
Austria,,SKU0766,591,202305,VPD,
Austria,,SKU0768,342,202305,VPD,
Austria,,SKU0769,110,202305,VPD,
Austria,,SKU0770,300,202305,VPD,
Austria,,SKU0771,166,202305,VPD,
Austria,,SKU0775,166148,202305,VPD,
Austria,,SKU0776,1044,202305,VPD,
Austria,,SKU0777,294,202305,VPD,
Austria,,SKU0778,114,202305,VPD,
Austria,,SKU0780,781716,202305,VPD,
Austria,,SKU0781,1407728,202305,VPD,
Austria,,SKU0782,7318,202305,VPD,
Austria,,SKU0783,5100,202305,VPD,
Austria,,SKU0784,1468,202305,VPD,
Austria,,SKU0785,2104,202305,VPD,
Austria,,SKU0787,180,202305,VPD,
Austria,,SKU0788,11424,202305,VPD,
Austria,,SKU0789,5598,202305,VPD,
Austria,,SKU0790,40032,202305,VPD,
Austria,,SKU0791,20408,202305,VPD,
Austria,,SKU0793,2924,202305,VPD,
Austria,,SKU0795,56426,202305,VPD,
Austria,,SKU0796,13640,202305,VPD,
Austria,,SKU0797,1102,202305,VPD,
Austria,,SKU0798,25366,202305,VPD,
Austria,,SKU0800,772,202305,VPD,
Austria,,SKU0801,4846,202305,VPD,
Austria,,SKU0802,53436,202305,VPD,
Austria,,SKU0803,28546,202305,VPD,
Austria,,SKU0804,156,202305,VPD,
Austria,,SKU0805,314,202305,VPD,
Austria,,SKU0806,1466,202305,VPD,
Austria,,SKU0807,196,202305,VPD,
Austria,,SKU0808,280,202305,VPD,
Austria,,SKU0809,110,202305,VPD,
Austria,,SKU0810,240,202305,VPD,
Austria,,SKU0811,102,202305,VPD,
Austria,,SKU0812,288,202305,VPD,
Austria,,SKU0817,39978,202305,VPD,
Austria,,SKU0819,21366,202305,VPD,
Austria,,SKU0820,58510,202305,VPD,
Austria,,SKU0821,91196,202305,VPD,
Austria,,SKU0823,15284,202305,VPD,
Austria,,SKU0824,2126,202305,VPD,
Austria,,SKU0825,1716,202305,VPD,
Austria,,SKU0826,1074,202305,VPD,
Austria,,SKU0827,62,202305,VPD,
Austria,,SKU0828,550,202305,VPD,
Austria,,SKU0830,761,202305,VPD,
Austria,,SKU0831,89,202305,VPD,
Austria,,SKU0832,12625,202305,VPD,
Austria,,SKU0833,2744,202305,VPD,
Austria,,SKU0834,77470,202305,VPD,
Austria,,SKU0835,41293,202305,VPD,
Austria,,SKU0836,3931,202305,VPD,
Austria,,SKU0837,36878,202305,VPD,
Austria,,SKU0838,3981,202305,VPD,
Austria,,SKU0839,41102,202305,VPD,
Austria,,SKU0839,1566,202305,VPD,
Austria,,SKU0840,202,202305,VPD,
Austria,,SKU0841,9266,202305,VPD,
Austria,,SKU0842,613,202305,VPD,
Austria,,SKU0844,26519,202305,VPD,
Austria,,SKU0845,229,202305,VPD,
Austria,,SKU0846,102,202305,VPD,
Austria,,SKU0847,9996,202305,VPD,
Austria,,SKU0848,12376,202305,VPD,
Austria,,SKU0849,111,202305,VPD,
Austria,,SKU0850,55,202305,VPD,
Austria,,SKU0851,4212,202305,VPD,
Austria,,SKU0852,465,202305,VPD,
Austria,,SKU0853,2185,202305,VPD,
Austria,,SKU0854,1339,202305,VPD,
Austria,,SKU0855,36553,202305,VPD,
Austria,,SKU0856,1897,202305,VPD,
Austria,,SKU0857,38983,202305,VPD,
Austria,,SKU0858,10205,202305,VPD,
Austria,,SKU0859,116,202305,VPD,
Austria,,SKU0860,1490,202305,VPD,
Austria,,SKU0861,2351,202305,VPD,
Austria,,SKU0862,227,202305,VPD,
Austria,,SKU0863,2299,202305,VPD,
Austria,,SKU0864,48,202305,VPD,
Austria,,SKU0868,159,202305,VPD,
Austria,,SKU0869,311,202305,VPD,
Austria,,SKU0870,240,202305,VPD,
Austria,,SKU0871,145,202305,VPD,
Austria,,SKU0872,812,202305,VPD,
Austria,,SKU0873,12766,202305,VPD,
Austria,,SKU0874,2314,202305,VPD,
Austria,,SKU0875,224113,202305,VPD,
Austria,,SKU0876,342,202305,VPD,
Austria,,SKU0877,280,202305,VPD,
Austria,,SKU0878,4296,202305,VPD,
Austria,,SKU0879,35251,202305,VPD,
Austria,,SKU0881,3261,202305,VPD,
Austria,,SKU0882,6284,202305,VPD,
Austria,,SKU0883,2564,202305,VPD,
Austria,,SKU0884,13266,202305,VPD,
Austria,,SKU0885,14342,202305,VPD,
Austria,,SKU0886,8025,202305,VPD,
Austria,,SKU0887,26343,202305,VPD,
Austria,,SKU0888,7827,202305,VPD,
Austria,,SKU0889,10827,202305,VPD,
Austria,,SKU0890,11954,202305,VPD,
Austria,,SKU0891,9384,202305,VPD,
Austria,,SKU0892,6790,202305,VPD,
Austria,,SKU0893,452,202305,VPD,
Austria,,SKU0894,86,202305,VPD,
Austria,,SKU0896,1501,202305,VPD,
Austria,,SKU0897,21893,202305,VPD,
Austria,,SKU0898,5616,202305,VPD,
Austria,,SKU0899,8779,202305,VPD,
Austria,,SKU0900,94808,202305,VPD,
Austria,,SKU0901,2336,202305,VPD,
Austria,,SKU0902,26818,202305,VPD,
Austria,,SKU0903,2973,202305,VPD,
Austria,,SKU0904,9222,202305,VPD,
Austria,,SKU0905,7578,202305,VPD,
